Study ID,Journal ID,Volume #,Issue #,Year,Title,Author #1,Design,text ,NW,CC,ADVCL,DOBJ,SCONJ,IC,Binary_design
186,LDQ,39,3,2016,The Effects of an Inference-Making Strategy Taught With and Without Goal Setting,Deborah K. Reed,EXP,"This quasi-experimental study examined the effects of a strategy for making text-dependent inferencesÑwith and without embedded self-regulation skillsÑon the reading comprehension of 24 middle-grade students with disabilities. Classes were randomly assigned to receive the inference intervention only (IO), inference + individual goal setting (IIG), or inference + group goal setting (IGG). The KruskalÐWallis one-way analysis of variance revealed no significant differences between groups on overall reading comprehension performance, but students in the IGG group significantly outperformed the IO and IIG groups on evaluation items, _2(2,ÊNÊ= 24) = 13.18,ÊpÊ= .001. Paired samplesÊtÊtests indicated all groups significantly improved their comprehension performance from pre- to posttest, IO:Êt(8) = 2.76,ÊpÊ< .05; IIG:Êt(6) = 3.97,ÊpÊ< .01; IGG:Êt(7) = 4.35,ÊpÊ< .01. The IGG group wrote significantly more valid inferences in Lessons 3 to 7 than the IO or IIG groups; _2(2) ranged from 7.26,ÊpÊ< .05, to 16.16,ÊpÊ< .001.",155,0.0,0.0,51.61290322580645,0.0,0.0,1
187,LDQ,39,4,2016,Does Supplemental Instruction Support the Transition From Spanish to English Reading Instruction for First-Grade English Learners at Risk of Reading Difficulties?,Doris Luft Baker,EXP,"This study examines the effect of 30 min of small group explicit instruction on reading outcomes for first-grade Spanish-speaking English learners (ELs) at risk of reading difficulties. Participants were 78 ELs from seven schools who were receiving Spanish only, or Spanish and English, whole group reading instruction in first grade. Students were rank-ordered within schools and then randomly assigned to a treatment condition (nÊ= 39) or a comparison condition (nÊ= 39). Students in the treatment condition received instruction on transition elements that supported their transfer of skills from Spanish to English. Students in the comparison condition received Business as Usual instruction from a variety of commercially available programs. Findings indicated that ELs in both conditions made significant gains from pretest to posttest on all reading outcomes even though instruction in the treatment condition focused significantly more on higher order skills (i.e., vocabulary, comprehension, and transition elements) whereas instruction in the comparison condition focused significantly more on lower order skills (i.e., phonics, word work, and sentence reading). Implications for practice and future research are discussed.",177,5.649717514124294,5.649717514124294,50.84745762711865,16.949152542372882,5.649717514124294,1
189,JLD,50,1,2017,Can Dyscalculics Estimate the Results of Arithmetic Problems?,Dana Ganor-Stern,Non-EXP,"The present study is the first to examine the computation estimation skills of dyscalculics versus controls using the estimation comparison task. In this task, participants judged whether an estimated answer to a multidigit multiplication problem was larger or smaller than a given reference number. While dyscalculics were less accurate than controls, their performance was well above chance level. The performance of controls but not of those with developmental dyscalculia (DD) improved consistently for smaller problem sizes. The performance of both groups was superior when the reference number was smaller (vs. larger) than the exact answer and when it was far (vs. close) from it, both of which are considered to be the markers of the approximate number system (ANS). Strategy analysis distinguished between an approximated calculation strategy and a sense of magnitude strategy, which does not involve any calculation but relies entirely on the ANS. Dyscalculics used the latter more often than controls. The present results suggest that there is little, if any, impairment in the ANS of adults with DD and that their main deficiency is with performing operations on magnitudes rather than with the representations of the magnitudes themselves.",191,0.0,0.0,26.17801047120419,41.88481675392671,0.0,0
190,JLD,50,1,2017,Defective Number Sense or Impaired Access? Differential Impairments in Different Subgroups of Children With Mathematics Difficulties,Terry T - Y Wong,Non-EXP,"Developmental dyscalculia (DD) is a specific learning disability in mathematics that affects around 6% of the population. Currently, the core deficit of DD remains unknown. While the number sense deficit hypothesis suggests that the core deficit of DD lies in the inability to represent nonsymbolic numerosity, the access deficit hypothesis suggests that the origin of this disability lies in the inability to associate numbers with the underlying magnitude representation. The present study compared the performance of DDs with their low-achieving (LA) and normally achieving peers in nonsymbolic numerosity processing and number-magnitude mapping over 1 year (from kindergarten to 1st grade). The results demonstrated differential impairments in different subgroups of children with mathematics difficulties. While DDs showed deficits in both nonsymbolic numerosity processing and number-magnitude mapping, LAs showed deficit only in the number-magnitude mapping. Furthermore, the deficit in number-magnitude mapping among the DD group was partially explained by their number sense deficit. The number sense deficit hypothesis is supported. Theoretical and practical implications are discussed.",169,0.0,0.0,53.25443786982249,23.668639053254438,11.834319526627219,0
191,JLD,50,1,2017,A Randomized Control Trial of Working Memory Training With and Without Strategy Instruction:ÊEffects on Young ChildrenÕs Working Memory and Comprehension,Peng Peng,EXP,"Researchers are increasingly interested in working memory (WM) training. However, it is unclear whether it strengthens comprehension in young children who are at risk for learning difficulties. We conducted a modest study of whether the training of verbal WM would improve verbal WM and passage listening comprehension and whether training effects differed between two approaches: training with and without strategy instruction. A total of 58 first-grade children were randomly assigned to three groups: WM training with a rehearsal strategy, WM training without strategy instruction, and controls. Each member of the two training groups received a one-to-one, 35-min session of verbal WM training on each of 10 consecutive school days, totaling 5.8 hr. Both training groups improved on trained verbal WM tasks, with the rehearsal group making greater gains. Without correction for multiple group comparisons, the rehearsal group made reliable improvements over controls on an untrained verbal WM task and on passage listening comprehension and listening retell measures. The no-strategy-instruction group outperformed controls on passage listening comprehension. When corrected for multiple contrasts, these group differences disappeared but were associated with moderate to large effect sizes. Findings suggestÑhowever tentativelyÑthat brief but intensive verbal WM training may strengthen the verbal WM and comprehension performance of young children at risk. Necessary caveats and possible implications for theory and future research are discussed.",224,0.0,0.0,53.57142857142857,17.857142857142858,4.464285714285714,1
192,JLD,50,1,2017,Development of First-GradersÕ Word Reading Skills:ÊFor Whom Can Dynamic Assessment Tell Us More?,Eunsoo Cho,Non-EXP,"Dynamic assessment (DA) of word reading measures learning potential for early reading development by documenting the amount of assistance needed to learn how to read words with unfamiliar orthography. We examined the additive value of DA for predicting first-grade decoding and word recognition development while controlling for autoregressive effects. Additionally, we examined whether predictive validity of DA would be higher for students who have poor phonological awareness skills. First-grade students (nÊ= 105) were assessed on measures of word reading, phonological awareness, rapid automatized naming, and DA in the fall and again assessed on word reading measures in the spring. A series of planned, moderated multiple regression analyses indicated that DA made a significant and unique contribution in predicting word recognition development above and beyond the autoregressor, particularly for students with poor phonological awareness skills. For these students, DA explained 3.5% of the unique variance in end-of-first-grade word recognition that was not attributable to autoregressive effect. Results suggest that DA provides an important source of individual differences in the development of word recognition skills that cannot be fully captured by merely assessing the present level of reading skills through traditional static assessment, particularly for students at risk for developing reading disabilities.",206,0.0,0.0,72.81553398058252,24.271844660194173,0.0,0
193,JLD,50,2,2017,Impact of Intensive Summer Reading Intervention for Children With Reading Disabilities and Difficulties in Early Elementary School,Joanna A. Christodoulou,EXP,"Efficacy of an intensive reading intervention implemented during the nonacademic summer was evaluated in children with reading disabilities or difficulties (RD). Students (ages 6Ð9) were randomly assigned to receive Lindamood-BellÕsÊSeeing StarsÊprogram (nÊ= 23) as an intervention or to a waiting-list control group (nÊ= 24). Analysis of pre- and posttesting revealed significant interactions in favor of the intervention group for untimed word and pseudoword reading, timed pseudoword reading, oral reading fluency, and symbol imagery. The interactions mostly reflected (a) significant declines in the nonintervention group from pre- to posttesting, and (2) no decline in the intervention group. The current study offers direct evidence for widening differences in reading abilities between students with RD who do and do not receive intensive summer reading instruction. Intervention implications for RD children are discussed, especially in relation to the relevance of summer intervention to prevent further decline in struggling early readers.",148,0.0,0.0,67.56756756756756,0.0,0.0,1
194,JLD,50,2,2017,Old/New Effect of Digital Memory Retrieval in Chinese Dyscalculia:ÊEvidence from ERP,Enguo Wang,Non-EXP,"This study reports the neurophysiological and behavioral correlates of digital memory retrieval features in Chinese individuals with and without dyscalculia. A total of 18 children with dyscalculia (ages 11.5Ð13.5) and 18 controls were tested, and their event-related potentials were digitally recorded simultaneously with behavior measurement. Behavioral data showed that the dyscalculia group had lower hit rates and higher false rates than the control group. The electroencephalography results showed that both groups had a significant old/new effect and that this effect was greater in the control group. In the 300 to 400 ms processing stages, both groups showed significant differences in digital memory retrieval in the frontal regions. In the 400 to 500 and 500 to 600 ms epochs, the old/new effect in the control group was significantly greater than it was in the dyscalculia group at the frontal, central, and parietal regions. In the 600 to 700 ms processing stages, both groups showed significant differences in digital memory retrieval in the frontal, central, parietal, and occipital regions. These results suggest that individuals with dyscalculia exhibit impaired digital memory retrieval. Extraction failure may be an important cause of calculation difficulties.",192,0.0,0.0,26.041666666666668,26.041666666666668,5.208333333333333,0
195,JLD,50,2,2017,Rapid Naming and Phonemic Awareness in Children With or Without Reading Disabilities and/or ADHD,Barry J. A. De Groot,Non-EXP,"Employing a large sample of children from Dutch regular elementary schools, this study assessed the contributing and discriminating values of reading disability (RD) and attention-deficit/hyperactivity disorder (ADHD) to two types of phonological processing skills, phonemic awareness (PA) and rapid automatized naming (RAN). A second objective was to investigate whether comorbidity of RD and ADHD should be considered as an additive phenomenon as to RAN and PA. A total of 1,262 children, aged 8 to 13 years, were classified as RD (nÊ= 121), ADHD (nÊ= 17), comorbid (RD+ADHD;ÊnÊ= 16), or control (nÊ= 1,108). Phonological processing was assessed by standardized tests of PA and RAN. Disability groups were compared to each other and contrasted to the control group. Although results indicate substantial effects for all three disability groups on both types of phonological processing, and the RAN/PA compound measure in particular, effect sizes were considerably larger for the RD groups, as compared to the ADHD-only group. Theoretical and practical implications are discussed.",164,6.097560975609756,6.097560975609756,30.48780487804878,24.390243902439025,6.097560975609756,0
196,JLD,50,2,2017,"Readers in Adult Basic Education:ÊComponent Skills, Eye Movements, and Fluency",Adrienne E. Barnes,Non-EXP,"The present study explored the reading skills of a sample of 48 adults enrolled in a basic education program in northern Florida, United States. Previous research has reported on reading component skills for students in adult education settings, but little is known about eye movement patterns or their relation to reading skills for this population. In this study, reading component skills including decoding, language comprehension, and reading fluency are reported, as are eye movement variables for connected-text oral reading. Eye movement comparisons between individuals with higher and lower oral reading fluency revealed within- and between-subject effects for word frequency and word length as well as group and word frequency interactions. Bivariate correlations indicated strong relations between component skills of reading, eye movement measures, and both theÊTest of Adult Basic EducationÊ(ReadingÊsubtest) and theÊWoodcock-Johnson III Diagnostic Reading Battery Passage ComprehensionÊassessments. Regression analyses revealed the utility of decoding, language comprehension, and lexical activation time for predicting achievement on both theÊWoodcock Johnson III Passage ComprehensionÊand theÊTest of Adult Basic Education Reading Comprehension.",171,0.0,0.0,46.783625730994146,5.847953216374268,0.0,0
197,JLD,50,3,2017,Does a Dynamic Test of Phonological Awareness Predict Early Reading Difficulties?:ÊA Longitudinal Study From Kindergarten Through Grade 1,Anna S. Gellert,Non-EXP,"A few studies have indicated that dynamic measures of phonological awareness may contribute uniquely to the prediction of early reading development. However, standard control measures have been few and limited by floor effects, thus limiting their predictive value. The purpose of the present study was to examine the predictive value of a dynamic test of phonological awareness while controlling for both letter knowledge and standard phonological awareness using measures with no floor effect. We administered a dynamic test of phonological awareness along with traditional tests of phonological awareness and letter knowledge to 160 children in the fall of kindergarten. Reading outcomes were studied at three test points: at the end of kindergarten, in the first half of Grade 1, and at the end of Grade 1. The results indicated that the dynamic test of phonological awareness contributed significantly to the prediction of childrenÕs reading development in kindergarten and the first half of Grade 1 after control for static phonological awareness and letter knowledge. However, the unique prediction value of the dynamic test of phonological awareness did not extend to the end of Grade 1.",184,0.0,0.0,27.17391304347826,16.304347826086957,0.0,0
198,JLD,50,3,2017,"First-Year College Students With ADHD and/or LD:ÊDifferences in Engagement, Positive Core Self-Evaluation, School Preparation, and College Expectations",George J. DuPaul,Non-EXP,"Students with attention-deficit/hyperactivity disorder (ADHD) and/or learning disabilities (LD) experience significant challenges in making the transition from high school to college. This study examined the ways first-year college students with ADHD, LD, ADHD+LD, and comparison peers differ in engagement, core self-evaluation, high school preparation behaviors, and goals/expectations. Participants were from the 2010 Cooperative Institutional Research Program Freshman Survey, including students with ADHD (nÊ= 5,511), LD (nÊ= 2,626), ADHD+LD (nÊ= 1,399), or neither disability (nÊ= 5,737). Controlling for SAT/ACT scores, family income, and parent education, students with ADHD, LD, or ADHD+LD differed from peers on self-ratings of academic and creative abilities and psychosocial functioning; school disengagement, substance use, and emotional difficulties during their last year of high school; reasons for attending college; and expectations for college activities. Several differences were found between disability groups. Implications for college support services and future research are discussed.",150,0.0,0.0,40.0,0.0,0.0,0
199,JLD,50,3,2017,Eye Movements and Articulations During a Letter Naming Speed Task:ÊChildren With and Without Dyslexia,Noor Z. Al Dahhan,Non-EXP,"Naming speed (NS) refers to how quickly and accurately participants name a set of familiar stimuli (e.g., letters). NS is an established predictor of reading ability, but controversy remains over why it is related to reading. We used three techniques (stimulus manipulations to emphasize phonological and/or visual aspects, decomposition of NS times into pause and articulation components, and analysis of eye movements during task performance) with three groups of participants (children with dyslexia, ages 9Ð10; chronological-age [CA] controls, ages 9Ð10; reading-level [RL] controls, ages 6Ð7) to examine NS and the NSÐreading relationship. Results indicated (a) for all groups, increasing visual similarity of the letters decreased letter naming efficiency and increased naming errors, saccades, regressions (rapid eye movements back to letters already fixated), pause times, and fixation durations; (b) children with dyslexia performed like RL controls and were less efficient, had longer articulation times, pause times, fixation durations, and made more errors and regressions than CA controls; and (c) pause time and fixation duration were the most powerful predictors of reading. We conclude that NS is related to reading via fixation durations and pause times: Longer fixation durations and pause times reflect the greater amount of time needed to acquire visual/orthographic information from stimuli and prepare the correct response.",211,0.0,0.0,61.611374407582936,18.95734597156398,0.0,0
200,JLD,50,3,2017,Comorbidity of Arithmetic and Reading Disorder:ÊBasic Number Processing and Calculation in Children With Learning Impairments,Julia Raddatz,Non-EXP,"The aim of the present study was to investigate the cognitive profiles of primary school children (age 82Ð133 months) on a battery of basic number processing and calculation tasks. The sample consisted of four groups matched for age and IQ: arithmetic disorder only (AD;ÊnÊ= 20), reading disorder only (RD;ÊnÊ= 40), a comorbid group (nÊ= 27), and an unimpaired control group (nÊ= 40). Multiple 2 (RD vs. No RD) _ 2 (AD vs. No AD) factorial ANCOVAs showed that children with RD had selective impairments in counting and number transcoding efficiency. In contrast, children with AD performed poorly in most tasks, including symbolic and nonsymbolic magnitude comparisons, subitizing, number line estimation, number sets, number transcoding accuracy, and calculation. These findings provide further support that AD is characterized by multiple, heterogeneous underlying deficits. In contrast, RD is associated with specific number processing impairments only if tasks require verbal processing. Taken together, the results fully support the assumption of comorbid additivity of AD and RD.",161,0.0,0.0,55.900621118012424,12.422360248447204,6.211180124223602,0
201,JLD,50,3,2017,The Role of Trait Anxiety and Preoccupation With Reading Disabilities of Children and Their Mothers in Predicting ChildrenÕs Reading Comprehension,Shira Blicher,Non-EXP,"This study investigated the relationship between reading comprehension (RC), trait anxiety, and preoccupation with reading disability (RD) in 88 school children in Grades 3 through 5 and in their mothers. ChildrenÕs trait anxiety had a significant direct negative relationship with RC and also mediated the association between preoccupation with RD and RC. MothersÕ preoccupation with their childrenÕs RDs had a direct negative association with their childrenÕs RC. This association was also mediated through childrenÕs trait anxiety. No association was found between mothersÕ trait anxiety and childrenÕs RC. In a final model, RC was explained significantly by childrenÕs word reading fluency and trait anxiety as well as by their mothersÕ preoccupation with their childrenÕs RDs. This study extends our understanding of multicomponential models of RC by shedding light on the significant role played by anxiety- and preoccupation-related factors involving both children with RDs and their mothers.",146,0.0,0.0,61.64383561643835,0.0,6.8493150684931505,0
202,JLD,50,3,2017,A Randomized Trial of the Effects of Schema-Based Instruction on Proportional Problem-Solving for Students With Mathematics Problem-Solving Difficulties,Asha K. Jitendra,EXP,"This article reports results from a study investigating the efficacy of a proportional problem-solving intervention, schema-based instruction (SBI), in seventh grade. Participants included 806 students with mathematical difficulties in problem solving (MD-PS) from an initial pool of 1,999 seventh grade students in a larger study. Teachers and their students in the larger study were randomly assigned to an SBI or control condition and teachers in both conditions then provided instruction on the topics of ratio, proportion, and percent. We found that students with MD-PS in SBI classrooms scored on average higher than their counterparts in control classrooms on a posttest and delayed posttest administered 9 weeks later. Given studentsÕ difficulties with proportional problem-solving and the consequences of these difficulties, an important contribution of this research is the finding that when provided with appropriate instruction, students with MD-PS are capable of enhanced proportional problem-solving performance.",151,0.0,0.0,33.11258278145696,19.867549668874172,0.0,1
203,JLD,50,4,2017,Developmental Delays in Executive Function from 3 to 5 Years of Age Predict Kindergarten Academic Readiness,Michael T. Willoughby,Non-EXP,"Substantial evidence has established that individual differences in executive function (EF) in early childhood are uniquely predictive of childrenÕs academic readiness at school entry. The current study tested whether growth trajectories of EF across the early childhood period could be used to identify a subset of children who were at pronounced risk for academic impairment in kindergarten. Using data that were collected at the age 3, 4, and 5 home assessments in the Family Life Project (NÊ= 1,120), growth mixture models were used to identify 9% of children who exhibited impaired EF performance (i.e., persistently low levels of EF that did not show expected improvements across time). Compared to children who exhibited typical trajectories of EF, the delayed group exhibited substantial impairments in multiple indicators of academic readiness in kindergarten (CohenÕsÊds = 0.9Ð2.7; odds ratios = 9.8Ð23.8). Although reduced in magnitude following control for a range of socioeconomic and cognitive (general intelligence screener, receptive vocabulary) covariates, moderate-sized group differences remained (CohenÕsÊds = 0.2Ð2.4; odds ratios = 3.9Ð5.4). Results are discussed with respect to the use of repeated measures of EF as a method of early identification, as well as the resulting translational implications of doing so.",197,5.076142131979695,5.076142131979695,40.60913705583756,15.228426395939087,5.076142131979695,0
204,JLD,50,4,2017,"Inhibitory Control of Spanish-Speaking Language-Minority Preschool Children: Measurement and Association With Language, Literacy, and Math Skills",Christopher J. Lonigan,Non-EXP,"ChildrenÕs self-regulation, including components of executive function such as inhibitory control, is related concurrently and longitudinally with elementary school childrenÕs reading and math abilities. Although several recent studies have examined links between preschool childrenÕs self-regulation or executive function and their academic skill development, few included large numbers of Spanish-speaking language-minority children. Among the fastest growing segments of the U.S. school-age population, many of these children are at significant risk of academic difficulties. We examined the relations between inhibitory control and academic skills in a sample containing a large number of Spanish-speaking preschoolers. Overall, the children demonstrated substantial academic risk based on preschool-entry vocabulary scores in the below-average range. Children completed assessments of language, literacy, and math skills in English and Spanish, when appropriate, at the start and end of their preschool year, along with a measure of inhibitory control, the Head-Toes-Knees-Shoulders task, which was administered at the start of the preschool year in the childÕs dominant conversational language. Scores on this last measure were lower for children for whom it was administered in Spanish. For both English and Spanish outcomes, those scores were significantly and uniquely associated with higher scores on measures of phonological awareness and math skills but not vocabulary or print knowledge skills.",216,4.62962962962963,4.62962962962963,37.03703703703704,9.25925925925926,0.0,0
205,JLD,50,4,2017,Does Growth in the Executive System of Working Memory Underlie Growth in Literacy for Bilingual Children With and Without Reading Disabilities?,H. Lee Swanson,Non-EXP,"This cohort-sequential study explored the components of working memory (WM) that underlie second language (L2) reading growth in 450 children at risk and not at risk for reading disabilities (RD) whose first language is Spanish. English language learners designated as balanced and nonbalanced bilinguals with and without risk for RD in Grades 1, 2, and 3 at Wave 1 were administered a battery of cognitive (short-term memory, WM, naming speed, and inhibition), vocabulary, and reading measures in Spanish and English. These same measures were administered 1 and 2 years later. Two important findings occurred: First, growth in the WM executive component was significantly related to growth in English word identification and passage comprehension when competing measures (phonological processing, naming speed, inhibition, and fluid intelligence) were entered into the multilevel growth model. Second, children defined as at risk for RD in Wave 1 had lower intercepts than children not at risk at Wave 3 across several measures of cognition, language, and achievement. However, except on measures of the executive component of WM, no significant group differences in linear growth emerged. These findings suggest that growth in L2 reading was tied to growth in the executive system of WM.",199,0.0,0.0,35.175879396984925,20.100502512562816,0.0,0
206,JLD,50,4,2017,Executive Functions Contribute Uniquely to Reading Competence in Minority Youth,Lisa A. Jacobson,Non-EXP,"Competent reading requires various skills beyond those for basic word reading (i.e., core language skills, rapid naming, phonological processing). Contributing Òhigher-levelÓ or domain-general processes include information processing speed and executive functions (working memory, strategic problem solving, attentional switching). Research in this area has relied on largely Caucasian samples, with limited representation of children from racial or ethnic minority groups. This study examined contributions of executive skills to reading competence in 761 children of minority backgrounds. Hierarchical linear regressions examined unique contributions of executive functions (EF) to word reading, fluency, and comprehension. EF contributed uniquely to reading performance, over and above reading-related language skills; working memory contributed uniquely to all components of reading; while attentional switching, but not problem solving, contributed to isolated and contextual word reading and reading fluency. Problem solving uniquely predicted comprehension, suggesting that this skill may be especially important for reading comprehension in minority youth. Attentional switching may play a unique role in development of reading fluency in minority youth, perhaps as a result of the increased demand for switching between spoken versus written dialects. Findings have implications for educational and clinical practice with regard to reading instruction, remedial reading intervention, and assessment of individuals with reading difficulty.",204,0.0,0.0,83.33333333333333,9.803921568627452,4.901960784313726,0
207,JLD,50,4,2017,"Relationships of Attention and Executive Functions to Oral Language, Reading, and Writing Skills and Systems in Middle Childhood and Early Adolescence",Virginia Berninger,Non-EXP,"Relationships between attention/executive functions and language learning were investigated in students in Grades 4 to 9 (NÊ= 88) with and without specific learning disabilities (SLDs) in multiword syntax in oral and written language (OWL LD), word reading and spelling (dyslexia), and subword letter writing (dysgraphia). Prior attention-deficit/hyperactivity disorder (ADHD) diagnosis was correlated only with impaired handwriting. Parental ratings of inattention, but not hyperactivity, correlated with measures of written language but not oral language. Sustaining switching attention correlated with writing the alphabet from memory in manuscript or by keyboard and fast copying of a sentence with all the letters of the alphabet. Multiple regressions based on a principal component for composites of multiple levels of language (subword, word, and syntax/text) showed that measures of attention and executive function involving language processing rather than ratings of attention and executive function not specifically related to language accounted for more variance and identified more unique predictors in the composite outcomes for oral language, reading, and writing systems. Inhibition related to focused attention uniquely predicted outcomes for the oral language system. Findings are discussed in reference to implications for assessing and teaching students who are still learning to pay attention to heard and written language and self-regulate their language learning during middle childhood and adolescence.",215,0.0,0.0,46.51162790697674,4.651162790697675,0.0,0
208,JLD,50,4,2017,Modifying a Research-Based Problem-Solving Intervention to Improve the Problem-Solving Performance of Fifth and Sixth Graders With and Without Learning Disabilities,Jennifer Krawec,EXP,"The purpose of the present study was to test the efficacy of a modified cognitive strategy instructional intervention originally developed to improve the mathematical problem solving of middle and high school students with learning disabilities (LD). Fifth and sixth grade general education mathematics teachers and their students of varying ability (i.e., average-achieving [AA] students, low-achieving [LA] students, and students with LD) participated in the research study. Several features of the intervention were modified, including (a) explicitness of instruction, (b) emphasis on meta-cognition, (c) focus on problem-solving prerequisites, (d) extended duration of initial intervention, and (e) addition of visual supports. General education math teachers taught all instructional sessions to their inclusive classrooms. Curriculum-based measures (CBMs) of math problem solving were administered five times over the course of the year. A multilevel model (repeated measures nested within students and students nested within schools) was used to analyze student progress on CBMs. Though CBM scores in the intervention group were initially lower than that of the comparison group, intervention students improved significantly more in the first phase, with no differences in the second phase. Implications for instruction are discussed as well as directions for future research.",198,5.050505050505051,5.050505050505051,25.252525252525253,5.050505050505051,0.0,1
209,JLD,50,5,2017,Writing an Independently Composed Sentence by Spanish-Speaking Children With and Without Poor Transcription Skills: A Writing-Level Match Design,Eduardo Garcia,Non-EXP,"The main objective of this research was to analyze the impact of transcription skills of Spanish writers when writing an independently composed sentence within a writing-level design. The free-writing sentence task from theÊEarly Grade Writing AssessmentÊ(Jimnez, in press) was used to examine the production, accuracy, speed, syntactic complexity, quality, and fluency of children with poor transcription skills (PTS). The results showed that there were significant differences between children with PTS and peers who had good transcription skills. The PTS group members were less accurate, slower, and less fluent or even dysfluent. Furthermore, their sentences were less complex and contained lower quality content. These results suggest that transcription skills play a crucial role in early written expression in Spanish, and poor transcription abilities hamper the acquisition and normal development of sentence composition.",133,0.0,0.0,52.63157894736842,22.55639097744361,7.518796992481203,0
210,JLD,50,5,2017,Internal Structure and Development of Keyboard Skills in Spanish-Speaking Primary-School Children With and Without LD in Writing,Juan E. Jimenez,Non-EXP,"This study had two purposes: examining the internal structure of theÊTest Estandarizado para la Evaluacin Inicial de la Escritura con TecladoÊ(TEVET; Spanish Keyboarding Writing Test), and analyzing the development of keyboarding skills in Spanish elementary school children with and without learning disabilities (LD) in writing. A group of 1,168 elementary school children carried out the following writing tasks: writing the alphabet in order from memory, allograph selection, word copying, writing dictated words with inconsistent spelling, writing pseudowords from dictation, and independent composition of sentence. For this purpose, exploratory factor analysis for the TEVET was conducted. Principal component analysis with a varimax rotation identified three factors with eigenvalues greater than 1.0. Based on factorial analysis, we analyzed the keyboarding skills across grades in Spanish elementary school children with and without LD (i.e., poor handwriters compared with poor spellers, who in turn were compared with mixed compared with typically achieving writers). The results indicated that poor handwriters did not differ from typically achieving writers in phonological processing, visual-orthographic processing, and sentence production components by keyboarding. The educational implications of the findings are analyzed with regard to acquisition of keyboarding skills in children with and without LD in transcription.",197,0.0,0.0,81.21827411167511,5.076142131979695,10.15228426395939,0
211,JLD,50,6,2017,Improving the Historical Knowledge and Writing of Students With or At Risk for LD,Susan De La Paz,Non-EXP,"In this study, we explored the potential of two forms of discussion (disciplinary vs. traditional) for 39 sixth- and seventh-grade students with or at risk for learning disabilities (LD), before writing historical arguments. Nine teachers who led small group discussions in six heterogeneous social studies classrooms implemented the intervention. Students who were involved in disciplinary discussions (nÊ= 19) scored statistically higher than their peers who engaged in traditional discussions (nÊ= 20) on a measure of historical knowledge (partial _2Ê= .23); they also wrote essays with better persuasive quality (partial _2Ê= .43) and greater evidence of historical thinking (partial _2Ê= .40). A delayed posttest delivered 8 weeks after instruction ended revealed that students in the experimental condition continued to write in more historically sophisticated ways than did students in the comparison condition (partial _2Ê= .19). Challenges, however, remain for struggling learners who must now meet basic and advanced disciplinary literacy goals.",151,0.0,0.0,59.602649006622514,13.245033112582782,13.245033112582782,0
212,JLD,50,6,2017,The Mental Number Line in Dyscalculia: Impaired Number Sense or Access From Symbolic Numbers?,Anna Lafay,Non-EXP,"Numbers may be manipulated and represented mentally over a compressible number line oriented from left to right. According to numerous studies, one of the primary reasons for dyscalculia is related to improper understanding of the mental number line. Children with dyscalculia usually show difficulty when they have to place Arabic numbers on a physical number line. However, it remains unclear whether they have a deficit with the mental number line per se or a deficit with accessing it from nonsymbolic and/or symbolic numbers. Quebec French-speaking 8- to 9-year-old children with (24) and without (37) dyscalculia were assessed with transcoding tasks (number-to-positionÊandÊposition-to-number) designed to assess the acuity of the mental number line with Arabic and spoken numbers as well as with analogic numerosities. Results showed that children with dyscalculia produced a larger percentage absolute error than children without mathematics difficulties in every task except the number-to-position transcoding task with analogic numerosities. Hence, these results suggested that children with dyscalculia do not have a general deficit of the mental number line but rather a deficit with accessing it from symbolic numbers.",188,0.0,0.0,53.191489361702125,26.595744680851062,5.319148936170213,0
213,JLD,50,6,2017,Remediation for Students With Mathematics Difficulties: An Intervention Study in Middle Schools,Elisabeth Moser Opitz,EXP,"As empirical studies have consistently shown, low achievement in mathematics at the secondary level can often be traced to deficits in the understanding of certain basic arithmetic concepts taught in primary school. The present intervention study in middle schools evaluated whether such learning deficits can be reduced effectively and whether the type of instruction influences studentsÕ progress. The sample consisted of 123 students in 34 classes, split among one control group and two intervention groups: (a) small group instruction and (b) independent work partially integrated into regular classrooms. Over a period of 14 weeks, students were taught basic concepts, such as place value and basic operations. In addition, they practiced fact retrieval and counting (in groups). Multilevel regression analyses demonstrated that the interventions can be used to reduce given deficits.",130,0.0,0.0,30.76923076923077,30.76923076923077,0.0,1
214,JLD,49,1,2016,Number Processing and Heterogeneity of Developmental Dyscalculia:ÊSubtypes With Different Cognitive Profiles and Deficits,Kenny Skagerlund,Non-EXP,"This study investigated if developmental dyscalculia (DD) in children with different profiles of mathematical deficits has the same or different cognitive origins. The defective approximate number system hypothesis and the access deficit hypothesis were tested using two different groups of children with DD (11Ð13 years old): a group with arithmetic fact dyscalculia (AFD) and a group with general dyscalculia (GD). Several different aspects of number magnitude processing were assessed in these two groups and compared with age-matched typically achieving children. The GD group displayed weaknesses with both symbolic and nonsymbolic number processing, whereas the AFD group displayed problems only with symbolic number processing. These findings provide evidence that the origins of DD in children with different profiles of mathematical problems diverge. Children with GD have impairment in the innate approximate number system, whereas children with AFD suffer from an access deficit. These findings have implications for researchersÕ selection procedures when studying dyscalculia, and also for practitioners in the educational setting.",161,0.0,0.0,62.11180124223603,31.055900621118013,0.0,0
